Address,Latitude,Longitude,Pet at Home,Animal Type,Vet Count,Intakes within Radius
"501 S Hwy 183,Austin,TX",30.2390822,-97.6864691,False,Dog,0.0,47.0
"Brodie Ln And Robert F Morrison Dr,Austin,TX",30.1986402,-97.8400439,False,Dog,0.0,20.0
"8501 Davis Oaks,Austin,TX",30.185246,-97.811814,False,Dog,0.0,36.0
"2808 Palomino Trl,Austin,TX",30.2104617,-97.6918903,False,Dog,0.0,22.0
"5107 Acorn,Austin,TX",30.1944695,-97.7391557,False,Dog,0.0,73.0
"Robert I Walker And Town Hill,Austin,TX",30.4446732,-97.685571,False,Cat,0.0,29.0
"7005 Colony Loop,Austin,TX",30.3012159,-97.63875089999999,False,Cat,0.0,50.0
"Cononation Way And Tudor House Dr,Pflugerville,TX",30.4278689,-97.6409115,False,Dog,0.0,12.0
"20901 Windmill Ridge St,Pflugerville,TX",30.4868125,-97.56667379999999,False,Dog,0.0,7.0
"Heather Wood,Austin,TX",30.1832926,-97.8270428,False,Dog,0.0,37.0
"9410 Hansford Dr,Austin,TX",30.3569388,-97.6832901,False,Cat,0.0,65.0
"Windy Vane Dr And Windmill Ridge St,Pflugerville,TX",30.4902316,-97.5671436,False,Dog,0.0,6.0
"1186 Ridge Way,Austin,TX",30.2748289,-97.7044537,False,Dog,0.0,82.0
"Palmer Ln And Metric,Austin,TX",30.4101387,-97.68670809999999,False,Dog,0.0,34.0
"1300 Duepree St,Austin,TX",30.3796771,-97.6625222,False,Dog,0.0,28.0
"9300 S Ih 35 Frontage Rd,Austin,TX",30.1635231,-97.7906484,False,Dog,0.0,32.0
"Mopac & 290,Austin,TX",30.32601529999999,-97.7560065,False,Dog,0.0,10.0
"5305 Woodland Oaks Ct,Austin,TX",30.1945697,-97.7436001,False,Cat,0.0,88.0
"973 And Thyone,Travis,TX",30.2163835,-97.6379576,False,Dog,0.0,15.0
"3404  Hwy 183,Austin,TX",30.1997036,-97.6845244,False,Dog,0.0,8.0
"Salt Springs Dr And Thaxton Dr,Austin,TX",30.1584084,-97.74594429999999,False,Cat,0.0,36.0
"1513 Vanilla Bean,Travis,TX",30.4186336,-97.63356639999999,False,Dog,0.0,18.0
"Fortview Rd And Ben White,Austin,TX",30.2284241,-97.782775,False,Dog,0.0,57.0
"Wyldwood Road And Stormy Ridge,Austin,TX",30.1758207,-97.8635915,False,Dog,0.0,3.0
"18701 Blake Manor Rd,Manor,TX",30.291349,-97.5260466,False,Dog,0.0,1.0
"5508 Ponciana Dr,Austin,TX",30.197215,-97.7564833,False,Dog,0.0,91.0
"Lexington Meadow Ln,Travis,TX",30.1777448,-97.61756869999999,False,Dog,0.0,21.0
"Imperial Drive,Travis,TX",30.265053,-97.626522,False,Dog,0.0,18.0
"4721 Fallenash,Travis,TX",30.24649299999999,-97.5846703,False,Dog,0.0,29.0
"Chick Pea Ln And Ralph Ablanedo Dr,Austin,TX",30.17411,-97.78821060000001,False,Dog,0.0,29.0
"7807 Broken Lance Ln,Austin,TX",30.2206508,-97.89833809999999,False,Cat,0.0,8.0
"12407 Mossy Bark Trl,Austin,TX",30.4629049,-97.8068236,False,Cat,0.0,31.0
"13327 Black Canyon Dr,Austin,TX",30.4535027,-97.754622,False,Cat,0.0,13.0
"Brodie And William Cannon,Austin,TX",30.2138325,-97.8302496,False,Dog,0.0,17.0
"6403 Johnny Morrios,Austin,TX",30.29694,-97.648866,False,Dog,0.0,50.0
"913 Milford Way # A,Austin,TX",30.2015191,-97.79083329999999,False,Cat,0.0,67.0
"Loyola And Ed Bluestein,Austin,TX",30.3026521,-97.6608344,False,Dog,0.0,52.0
"E Oltorf St And Parker Ln,Austin,TX",30.22591349999999,-97.7247601,False,Dog,0.0,98.0
"I 35 And Rundberg Ln,Austin,TX",30.3583997,-97.688627,False,Dog,0.0,79.0
"Anderson Mill and Fm 620,Austin,TX",30.4539827,-97.82675359999999,False,Dog,0.0,12.0
"N Lamar And W Anderson Ln,Austin,TX",30.3469895,-97.7124437,False,Dog,0.0,74.0
"9710 Bock Rd,Travis,TX",30.0660961,-97.6720204,False,Dog,0.0,2.0
"16604 Easybend,Travis,TX",30.2501664,-97.5548953,False,Dog,0.0,3.0
"6911 Woodhue Dr,Austin,TX",30.1986858,-97.7997101,False,Cat,0.0,59.0
"5801 Sendero Hills Pkwy,Austin,TX",30.2903263,-97.64721829999999,False,Dog,0.0,38.0
"W Slaughter Ln And Manchaca Rd,Austin,TX",30.1737524,-97.82378589999999,False,Dog,0.0,40.0
"6614 Blue Bluff Road,Austin,TX",30.2813478,-97.6096216,False,Dog,0.0,7.0
"5810 Trade Center Drive,Austin,TX",30.2114148,-97.7194681,False,Dog,0.0,21.0
"2800 S 5Th,Austin,TX",30.2384732,-97.7675683,False,Dog,0.0,61.0
"2600 Pecos St,Austin,TX",30.3030168,-97.7709679,False,Dog,0.0,11.0
"9010 Galewood,Austin,TX",30.368112,-97.715397,False,Bird,0.0,63.0
"5100 Pecan Brook Dr,Austin,TX",30.3178958,-97.65930089999999,False,Dog,0.0,29.0
"1034 Clayton Ln,Austin,TX",30.319344,-97.7036072,False,Dog,0.0,55.0
"1127 Christie Dr. Austin,Austin,TX",30.269051,-97.68039329999999,False,Dog,0.0,74.0
"Fairway St And Brassie St,Austin,TX",30.2286611,-97.70286689999999,False,Dog,0.0,83.0
"Mohle Dr And Harris Blvd,Austin,TX",30.2995402,-97.75255709999999,False,Dog,0.0,27.0
"4114 Adelphi Ln,Austin,TX",30.4237207,-97.7194818,False,Dog,0.0,12.0
"1500 Turtle Creek,Austin,TX",30.2081669,-97.7942918,False,Dog,0.0,60.0
"1200 Montopolis Dr,Austin,TX",30.2322294,-97.6998885,False,Dog,0.0,83.0
"Wickham Ln And Etheredge Dr,Austin,TX",30.2300601,-97.593173,False,Dog,0.0,10.0
"9900 S I35,Austin,TX",30.1562322,-97.7930385,False,Dog,0.0,28.0
"1203 Springdale Rd,Austin,TX",30.27941,-97.6854029,False,Cat,0.0,81.0
"Anderson Mill Rd And Villa Park Dr,Austin,TX",30.455339,-97.7692459,False,Dog,0.0,21.0
"1100 Vargas Rd,Austin,TX",30.231579,-97.695893,False,Dog,0.0,77.0
"11316 Jollyville Rd,Austin,TX",30.4112686,-97.74862309999999,False,Dog,0.0,28.0
"9Th 1 and 2 And Shelly,Austin,TX",30.2759807,-97.75603319999999,False,Cat,0.0,51.0
"Spring Meadow Rd  And Spring Meadow Cv,Austin,TX",30.19533019999999,-97.73274359999999,False,Dog,0.0,49.0
"Hwy 71 @ 969,Austin,TX",30.22227479999999,-97.67639000000001,False,Dog,0.0,28.0
"8907 Capitol Dr,Austin,TX",30.3549603,-97.6927996,False,Cat,0.0,98.0
"8106 Brodie Ln #102,Austin,TX",30.2023751,-97.8385069,False,Dog,0.0,23.0
"Mcmillian Dr,Austin,TX",30.3712081,-97.6835446,False,Dog,0.0,56.0
"Bratton Ln Andmichael Angelo Way,Austin,TX",30.4709655,-97.67417019999999,False,Dog,0.0,12.0
"4202 Tannehill Ln,Austin,TX",30.2828506,-97.67167669999999,False,Dog,0.0,45.0
"4400 Franklin Park Dr,Austin,TX",30.20065839999999,-97.7472497,False,Dog,0.0,87.0
"Grey Cloud Dr And Thelma Dr,Austin,TX",30.1922119,-97.785113,False,Cat,0.0,68.0
"Nash Hernandez Senior Rd And Comal St,Austin,TX",30.25105,-97.7320924,False,Dog,0.0,71.0
"7905 Marble Ridge Dr,Austin,TX",30.1575545,-97.7362911,False,Dog,0.0,34.0
"3401 Webberville Rd,Austin,TX",30.2682028,-97.70685639999999,False,Dog,0.0,88.0
"9705 Burnet Rd,Austin,TX",30.3800657,-97.7232026,False,Cat,0.0,37.0
"3663 Bee Cave Rd,Austin,TX",30.2339877,-97.8712522,False,Cat,0.0,25.0
"18440 Great Valley,Manor,TX",30.3227269,-97.52841509999999,False,Dog,0.0,6.0
"114 Terry Dr,Austin,TX",30.2682617,-97.6800559,False,Cat,0.0,69.0
"71 Strandtman,Austin,TX",30.2493141,-97.6946114,False,Dog,0.0,47.0
"7800 Johnny Morris Rd,Austin,TX",30.312718,-97.63878989999999,False,Dog,0.0,39.0
"5005 Cape Verde Cv #B,Austin,TX",30.19283489999999,-97.7405355,False,Dog,0.0,81.0
"Iriona Bend And Ampezo Trail,Austin,TX",30.1990111,-97.8514411,False,Dog,0.0,20.0
"8419 Old Lockhart Rd,Travis,TX",30.07330379999999,-97.72123219999999,False,Dog,0.0,7.0
"S 1St And Heartwood Dr,Austin,TX",30.214787,-97.7767975,False,Dog,0.0,58.0
"Elm Brook Dr & Swearingen Dr,Austin,TX",40.2713036,-76.6199582,False,Dog,0.0,1.0
"Riverside And Kenwood Ave,Austin,TX",30.2484053,-97.73664289999999,False,Dog,0.0,66.0
"8504 Linden Loop,Del Valle,TX",30.131083,-97.5942029,False,Dog,0.0,6.0
"Gracie Farms And Bittern Hollow,Austin,TX",30.3963445,-97.6957709,False,Dog,0.0,34.0
"1705 Frontier Valley Dr,Austin,TX",30.224688,-97.694583,False,Dog,0.0,75.0
"Loyola Ln,Austin,TX",30.3011197,-97.6500276,False,Dog,0.0,57.0
"1014 S Meadows Dr,Austin,TX",30.3760859,-97.6959285,False,Cat,0.0,61.0
"1941 Gaston Place Dr,Austin,TX",30.3123465,-97.6891753,False,Dog,0.0,69.0
"Vargas Rd & Felix Ave,Austin,TX",37.55922109999999,-121.920568,False,Dog,0.0,1.0
"12000 Stoney Meadow,Travis,TX",30.159118,-97.63807849999999,False,Dog,0.0,24.0
"2911 W Slaughter Ln,Austin,TX",30.1783998,-97.8399669,False,Cat,0.0,22.0
"6425 Kedington St,Austin,TX",30.1500648,-97.74753779999999,False,Dog,0.0,28.0
"Onion Creek Blvd,Austin,TX",30.135883,-97.7906763,False,Dog,0.0,11.0
"5405 Agua Caliente Cv,Austin,TX",30.1919419,-97.7400163,False,Dog,0.0,79.0
"1006 Banister Ln,Austin,TX",30.2307218,-97.77433309999999,False,Cat,0.0,67.0
"Northgate Blvd And Colony Creek Dr,Austin,TX",30.36979719999999,-97.71700399999999,False,Cat,0.0,57.0
"Sarah'S Creek Dr And Miss Allison'S Way,Travis,TX",30.44778149999999,-97.656792,False,Dog,0.0,20.0
"2714 E 2Nd St,Austin,TX",30.2542106,-97.71260889999999,False,Dog,0.0,63.0
"14401 Harris Ridge Blvd,Travis,TX",30.420249,-97.642735,False,Dog,0.0,18.0
"12300 Riata Trace Pkwy,Austin,TX",30.42928109999999,-97.7475985,False,Dog,0.0,28.0
"4904 Brassiewood Dr,Austin,TX",30.1845231,-97.7476861,False,Cat,0.0,83.0
"Ih 35 And Hwy 290,Austin,TX",30.2589497,-97.73730379999999,False,Dog,0.0,81.0
"3105 Locke Ln,Austin,TX",30.2364246,-97.76977339999999,False,Dog,0.0,64.0
"Old Lockhart Rd,Creedmoor,TX",30.0797711,-97.73322449999999,False,Dog,0.0,4.0
"6711 Johnny Morris Rd,Austin,TX",30.3010887,-97.64677379999999,False,Dog,0.0,55.0
"St. Elmo And Fredich,Austin,TX",30.2109761,-97.749048,False,Dog,0.0,51.0
"8600 Brodie Ln,Austin,TX",30.1988747,-97.8404978,False,Dog,0.0,21.0
"Pleasant Valley And Riverside,Austin,TX",30.240447,-97.719642,False,Dog,0.0,98.0
"10515 N. Mopac Hwy,Austin,TX",30.390444,-97.7325532,False,Cat,0.0,19.0
"10909 Caffey,Travis,TX",30.30693269999999,-97.53255949999999,False,Dog,0.0,5.0
"2200 Big Horn,Travis,TX",30.3723154,-97.9162893,False,Dog,0.0,4.0
"Slaughter Ln And Ih 35,Austin,TX",30.1671213,-97.78685499999999,False,Dog,0.0,31.0
"18619 Hamilton Pool Rd,Travis,TX",30.2846944,-98.0630152,False,Dog,0.0,1.0
"Rr620 @ El Salido,Austin,TX",30.458849,-97.82328299999999,False,Dog,0.0,12.0
"Westgate & Jones Rd,Austin,TX",28.3299082,-81.59812500000001,False,Dog,0.0,1.0
"1716 Woodward St Unit 212,Austin,TX",30.2207213,-97.7447449,False,Dog,0.0,52.0
"Burnet Rd And Steck Ave,Austin,TX",30.3618742,-97.7293266,False,Dog,0.0,41.0
"6375 E Hwy 290,Austin,TX",30.2351355,-97.8611981,False,Dog,0.0,22.0
"Airport And Manor Rd,Austin,TX",30.2862723,-97.70649039999999,False,Dog,0.0,55.0
"5220 Hudson Bend Rd,Travis,TX",30.4156114,-97.9305005,False,Dog,0.0,5.0
"3104 Brinwood,Austin,TX",30.23213059999999,-97.7608123,False,Dog,0.0,58.0
"Galleria Circle,Austin,TX",30.3098875,-97.93949649999999,False,Dog,0.0,4.0
"912 S Hwy 183,Austin,TX",30.2265892,-97.6831663,False,Dog,0.0,53.0
"Bratton Ln And Michael Angelo Way,Austin,TX",30.4709655,-97.67417019999999,False,Dog,0.0,12.0
"Nuckols Crossing And View Point Dr,Austin,TX",30.2004737,-97.73431749999999,False,Dog,0.0,54.0
"6103 Manor Rd #143,Austin,TX",30.306949,-97.6780979,False,Dog,0.0,68.0
"3211 Panorama Vista Dr,Austin,TX",30.2449645,-97.87527779999999,False,Dog,0.0,24.0
"8000 Colton Bluff Bsprings Rd,Travis,TX",30.1525663,-97.7152431,False,Dog,0.0,2.0
"12311 Little Emily Way,Austin,TX",30.3914668,-97.6576518,False,Dog,0.0,30.0
"Hwy 71 And Ross Rd,Travis,TX",30.1862016,-97.60952619999999,False,Dog,0.0,5.0
"Hwy 71 And 973,Travis,TX",30.2024274,-97.6396189,False,Dog,0.0,11.0
"Rundberg And North Lamar,Austin,TX",30.363062,-97.6970274,False,Dog,0.0,86.0
"5911 Johnny Morris Rd,Austin,TX",30.2935868,-97.6505717,False,Dog,0.0,40.0
"13201 Ranch Rd 620 N,Austin,TX",30.4692718,-97.791197,False,Dog,0.0,25.0
"8306 Riverstone Dr,Austin,TX",30.2933582,-97.6292953,False,Dog,0.0,30.0
"Rollingwood Dr And Zilker Clubhouse Rd,Austin,TX",30.2694584,-97.7802061,False,Dog,0.0,19.0
"322 Explorer,Travis,TX",30.374827,-97.9774978,False,Cat,0.0,3.0
"8109 Colony Loop,Austin,TX",30.2976415,-97.6289918,False,Dog,0.0,34.0
"2000 Burton Dr,Austin,TX",30.233257,-97.7330209,False,Bird,0.0,102.0
"Thaxton Rd And Frye Rye Dr,Austin,TX",30.159483,-97.7481856,False,Dog,0.0,39.0
"Devine Ln & Strickland,Austin,TX",30.1836814,-97.81141939999999,False,Dog,0.0,39.0
"10901 N Lamar Blvd,Austin,TX",30.3775002,-97.68615349999999,False,Dog,0.0,43.0
"2511 E 6Th St,Austin,TX",30.25844,-97.7138094,False,Dog,0.0,66.0
"4434 Frontier,Austin,TX",30.2314364,-97.7957763,False,Dog,0.0,34.0
"2302 E William Cannon,Austin,TX",30.1877647,-97.7602165,False,Dog,0.0,95.0
"1800 E Stassney Ln,Austin,TX",30.1979,-97.76142499999999,False,Dog,0.0,82.0
"S 1St St And Mulberry Dr,Austin,TX",30.1935678,-97.7900533,False,Dog,0.0,62.0
"7009 S Ih 35,Austin,TX",30.1856396,-97.77292659999999,False,Cat,0.0,59.0
"1154 Richardine Ave,Austin,TX",30.2718281,-97.6858864,False,Dog,0.0,85.0
"5102 Hedgewood Dr,Austin,TX",30.2118967,-97.7748336,False,Dog,0.0,55.0
"Webberville Rd And 12Th St,Austin,TX",30.2781351,-97.6849652,False,Dog,0.0,78.0
"7306 Kirkham Dr,Austin,TX",30.2374979,-97.8921165,False,Dog,0.0,21.0
"8909 Burnet Rd,Austin,TX",30.3718474,-97.7256536,False,Dog,0.0,40.0
"11411 Research Blvd,Austin,TX",30.411265,-97.74426199999999,False,Cat,0.0,26.0
"8202 Furness Cv,Austin,TX",30.3421598,-97.6906645,False,Cat,0.0,73.0
"7007 Gunsmoke Court,Travis,TX",30.064196,-97.714607,False,Cat,0.0,9.0
"8900 N Ih 35,Austin,TX",30.772289,-97.6257021,False,Dog,0.0,2.0
"6909 Isabella Dr,Austin,TX",30.485002,-97.7272241,False,Cat,0.0,1.0
"Hedgewood Dr And Heartwood Dr,Austin,TX",30.2121698,-97.77440969999999,False,Dog,0.0,55.0
"2601 Lehigh Dr,Austin,TX",30.316791,-97.6767776,False,Cat,0.0,50.0
"205 Sheffield,Austin,TX",30.2108653,-97.7672121,False,Dog,0.0,50.0
"1603 Fairplay Ct,Austin,TX",30.2831643,-97.6853725,False,Dog,0.0,78.0
"Edgefield Dr And N Hills Dr,Austin,TX",30.3569193,-97.76429949999999,False,Dog,0.0,18.0
"2805 Palomino,Austin,TX",30.2103476,-97.6912177,False,Cat,0.0,22.0
"1508 Montopolis,Austin,TX",30.2283986,-97.7016843,False,Dog,0.0,82.0
"2604 Manor Rd,Austin,TX",30.2854569,-97.714897,False,Dog,0.0,53.0
"4320 S Congress Ave,Austin,TX",30.219536,-97.768317,False,Cat,0.0,60.0
"2217 Christoff Loop,Austin,TX",30.1447131,-97.8443798,False,Dog,0.0,23.0
"S Pleasant Valley Rd & E Stassney Ln,Austin,TX",30.2067971,-97.74041079999999,False,Dog,0.0,65.0
"Meehan Dr And Scofield Ln,Austin,TX",30.417147,-97.688648,False,Other,0.0,37.0
"1215 W Slaughter Ln,Austin,TX",30.1728139,-97.8143911,False,Cat,0.0,40.0
"1807 W Rundberg,Austin,TX",30.3703681,-97.71337899999999,False,Dog,0.0,64.0
"1401 E Rundberg,Austin,TX",30.3490233,-97.67995789999999,False,Cat,0.0,48.0
"7201 Wood Hollow Dr,Austin,TX",30.356542,-97.75094729999999,False,Other,0.0,32.0
"5900 Leisure Run Rd,Austin,TX",30.2060415,-97.7840171,False,Cat,0.0,68.0
"9306 B Carson Creek Blvd,Del Valle,TX",30.224653,-97.671634,False,Cat,0.0,20.0
"2504 New York,Austin,TX",30.2739149,-97.7151037,False,Cat,0.0,71.0
"900 Blackson Ave,Cedar Park,TX",30.5413598,-97.82022719999999,False,Dog,0.0,1.0
"Ih 35 And 183,Austin,TX",30.3369705,-97.6995549,False,Dog,0.0,76.0
"Springdale Rd And E 12Th St,Austin,TX",30.2789614,-97.6870409,False,Dog,0.0,83.0
"Parker And Oltorf,Austin,TX",30.232315,-97.73693790000002,False,Dog,0.0,89.0
"5509 Avenue F,Austin,TX",30.32033899999999,-97.719138,False,Dog,0.0,35.0
"1014 S Meadows,Austin,TX",30.3760859,-97.6959285,False,Cat,0.0,61.0
"Matamoros St And Santa Rita St,Austin,TX",30.257413,-97.718679,False,Dog,0.0,75.0
"I-35 And 183,Austin,TX",30.3397738,-97.70072719999999,False,Dog,0.0,79.0
"919 E 32Nd St,Austin,TX",30.2899909,-97.7261944,False,Cat,0.0,40.0
"15208 Fm 969,Austin,TX",30.248939,-97.5778759,False,Dog,0.0,29.0
"Tara Dr And Running Water Dr,Austin,TX",30.1619844,-97.73967379999999,False,Dog,0.0,38.0
"1034 Clayton,Austin,TX",30.319344,-97.7036072,False,Dog,0.0,55.0
"6505 Lynch,Austin,TX",30.23775,-97.6916639,False,Dog,0.0,55.0
"5400 Freidrich Ln,Austin,TX",30.2000489,-97.75682719999999,False,Dog,0.0,78.0
"Denson Dr And Burns St,Austin,TX",30.3296766,-97.7221488,False,Dog,0.0,31.0
"Hwy 290 And 183,Austin,TX",30.324235,-97.67155609999999,False,Dog,0.0,27.0
"6700 Krollton,Austin,TX",30.3019199,-98.0407537,False,Cat,0.0,1.0
"16712 Cameron,Travis,TX",30.404542,-97.544051,False,Dog,0.0,1.0
"2450 Wickersham,Austin,TX",30.225391,-97.725819,False,Dog,0.0,95.0
"290 & 71,Austin,TX",30.2230675,-97.7473427,False,Dog,0.0,54.0
"4604 Wally,Austin,TX",30.2816456,-97.6846411,False,Dog,0.0,80.0
"Bluff Springs Rd And Blue Meadow,Austin,TX",30.183624,-97.76896389999999,False,Dog,0.0,61.0
"2341 Corta,Austin,TX",30.2561686,-97.7171754,False,Dog,0.0,70.0
"Rowe Ln And,Pflugerville,TX",30.477545,-97.56254729999999,False,Dog,0.0,7.0
"Rutland Dr And Ledgewood Dr,Austin,TX",30.3766445,-97.7104336,False,Dog,0.0,54.0
"Old Bastrop Hwy And Dalton Ln,Austin,TX",30.22342209999999,-97.6782209,False,Dog,0.0,35.0
"Manchaca And Frate Barker,Austin,TX",30.1497496,-97.8331809,False,Dog,0.0,31.0
"2308 Barton Village Cir,Austin,TX",30.24618839999999,-97.78286059999999,False,Cat,0.0,36.0
"1111 Crown Ridge,Austin,TX",30.3571149,-97.68040069999999,False,Dog,0.0,55.0
"1406 Brighton,Austin,TX",30.3540997,-97.6755235,False,Cat,0.0,39.0
"Parker Ln And E Oltorf St,Austin,TX",30.22591349999999,-97.7247601,False,Dog,0.0,98.0
"1647 Rutland Dr,Austin,TX",30.373298,-97.7127648,False,Cat,0.0,61.0
"12802 Esplanade St,Austin,TX",30.4194461,-97.69156389999999,False,Cat,0.0,32.0
"3501 Ed Bluestein Blvd,Austin,TX",30.2714769,-97.664795,False,Dog,0.0,25.0
"3401 Touchstone St,Austin,TX",30.2898183,-97.6821097,False,Dog,0.0,62.0
"William Cannon And S Pleasant Valley,Austin,TX",30.179791,-97.7469264,False,Cat,0.0,68.0
"11707 Maha Loop,Travis,TX",30.0990676,-97.6850635,False,Dog,0.0,6.0
"816 E. 49Th,Austin,TX",30.3100213,-97.7165838,False,Cat,0.0,40.0
"Tower Trail And Rayburn Ln,Austin,TX",30.2920754,-97.66885359999999,False,Dog,0.0,39.0
"Ross Rd And St Thomas Dr,Travis,TX",30.1782979,-97.615185,False,Dog,0.0,19.0
"2801 W Wells Branch Pkwy,Austin,TX",30.4408406,-97.69053079999999,False,Dog,0.0,22.0
"Capital View And Old Lockhart Rd,Austin,TX",30.1335701,-97.7551999,False,Dog,0.0,4.0
"11529 Main St,Jonestown,TX",30.5015827,-97.9139112,False,Cat,0.0,2.0
"Old Kimbro Rd And Old Hwy 20,Travis,TX",30.3506731,-97.5006291,False,Dog,0.0,5.0
"5406 Sugar Maple Ct,Austin,TX",30.1960092,-97.75058410000001,False,Dog,0.0,101.0
"600 W William Cannon Dr,Austin,TX",30.1973116,-97.78563919999999,False,Dog,0.0,64.0
"5900 Coventry Ln,Austin,TX",30.3091194,-97.6838518,False,Dog,0.0,63.0
"1230 E 38Th 1 and 2 St,Austin,TX",30.294372,-97.716837,False,Cat,0.0,46.0
"2616 W Braker Ln,Austin,TX",30.3918132,-97.7212234,False,Cat,0.0,21.0
"Brownie Dr And Hardin Ct,Austin,TX",30.3684139,-97.6844594,False,Dog,0.0,64.0
"2717 E 2Nd St,Austin,TX",30.2537844,-97.7126306,False,Cat,0.0,61.0
"607 Thrasher Ln,Austin,TX",30.2377593,-97.6935475,False,Cat,0.0,60.0
"7108 Thannas Way,Austin,TX",30.1777719,-97.75723529999999,False,Dog,0.0,62.0
"6430 S Ih 35,Austin,TX",30.1913372,-97.77103249999999,False,Dog,0.0,74.0
"Sunflower Dr And Horizon Ln,Austin,TX",30.1059445,-97.6770214,False,Dog,0.0,4.0
"6500 E William Cannon Dr,Austin,TX",30.168598,-97.736875,False,Dog,0.0,35.0
"3300 Larry Ln,Austin,TX",30.2868474,-97.7135917,False,Dog,0.0,51.0
"Loyola Ln And Decker Ln,Austin,TX",30.2911721,-97.6279988,False,Dog,0.0,24.0
"1819 South Pleasant Valley,Austin,TX",30.2341911,-97.7206997,False,Cat,0.0,102.0
"7Th St And San Jacinto,Austin,TX",30.2683236,-97.7400632,False,Dog,0.0,76.0
"English Glade Dr And Tall Sky Trc,Austin,TX",30.2727713,-97.6331337,False,Dog,0.0,24.0
"Bird Creek Dr And Quail Blvd,Austin,TX",30.3718352,-97.6994351,False,Dog,0.0,77.0
"13912 Maha Rd,Travis,TX",30.079604,-97.66211899999999,False,Dog,0.0,1.0
"7905 Persimmon Trail,Austin,TX",30.1876051,-97.80022489999999,False,Dog,0.0,48.0
"Maha Cir And 183,Austin,TX",30.1075129,-97.6946615,False,Dog,0.0,6.0
"Riverside And South Congress Ave,Austin,TX",30.25715,-97.74685749999999,False,Dog,0.0,79.0
"1001 Grove Blvd,Austin,TX",30.236406,-97.70235799999999,False,Dog,0.0,88.0
"5153 Albert Brown,Del Valle,TX",30.188028,-97.55854199999999,False,Cat,0.0,3.0
"9523 North Lamar,Austin,TX",30.365188,-97.6953744,False,Dog,0.0,83.0
"10611 Ponder Lane,Austin,TX",30.1359158,-97.67626519999999,False,Dog,0.0,7.0
"Red River And Harris Ave,Austin,TX",30.2931804,-97.7254978,False,Dog,0.0,39.0
"Metric Blvd And Braker Ln,Austin,TX",30.392298,-97.70838189999999,False,Dog,0.0,43.0
"Idlewood Cv And Glen Meadow Dr,Austin,TX",30.203385,-97.778291,False,Dog,0.0,71.0
"Virgo Ln And,Austin,TX",30.2964833,-97.6459895,False,Dog,0.0,55.0
"Wheless And Dorchester,Austin,TX",30.3130533,-97.68610149999999,False,Dog,0.0,66.0
"5001,Austin,TX",29.9006154,-93.9765733,False,Dog,0.0,1.0
"Billbrook Pl And W Slaughter Ln,Austin,TX",30.1737563,-97.8169964,False,Dog,0.0,43.0
"Loyola And Sendero Hills Pkwy,Austin,TX",30.2975818,-97.6408876,False,Dog,0.0,55.0
"8905 Pointer Ln,Austin,TX",30.3653199,-97.7151478,False,Cat,0.0,64.0
"5217 Old Spicewood Springs Rd,Austin,TX",30.379242,-97.7703772,False,Dog,0.0,7.0
"10204 Lava,Austin,TX",30.1264231,-97.7338425,False,Dog,0.0,5.0
"11308 Kingsgate Drive,Austin,TX",30.157559,-97.84007899999999,False,Dog,0.0,25.0
"Euclid Ave And Cumberland Rd,Austin,TX",30.236525,-97.7585105,False,Dog,0.0,55.0
"1511 Faro Dr,Austin,TX",30.2354802,-97.71337009999999,False,Dog,0.0,95.0
"Bluebonnet And Bluecrest,Austin,TX",30.2506246,-97.774808,False,Dog,0.0,36.0
"Jacobson Rd And Elroy Rd,Travis,TX",30.1374459,-97.6191521,False,Dog,0.0,10.0
"Meander Dr And Webberville Rd,Austin,TX",30.2801392,-97.6799593,False,Dog,0.0,70.0
"12700 Gregg Manor Rd,Manor,TX",30.3530641,-97.5618741,False,Dog,0.0,11.0
"Montana St And Frontera Ln,Austin,TX",30.22903749999999,-97.6918475,False,Dog,0.0,75.0
"130 Edgerock Dr,Del Valle,TX",30.130873,-97.5689118,False,Dog,0.0,4.0
"2900 E 51St,Austin,TX",30.298132,-97.6870503,False,Dog,0.0,51.0
"Sedgemoor Trl And Japonica Ct,Austin,TX",30.1807652,-97.82070340000001,False,Dog,0.0,39.0
"White Cliff Dr And Spicewoods Springs Dr,Austin,TX",30.3925829,-97.7781205,False,Dog,0.0,3.0
"Lake Creek Pkwy,Austin,TX",30.4605056,-97.7976468,False,Dog,0.0,28.0
"12202 Old Stage Trl,Austin,TX",30.4528255,-97.79922859999999,False,Dog,0.0,33.0
"Manor Rd And 51St St,Austin,TX",30.2981358,-97.6870582,False,Dog,0.0,51.0
"1703 Mearns Meadow Dr,Austin,TX",30.3792246,-97.7072099,False,Dog,0.0,57.0
"1915 Deer Run,Austin,TX",30.184025,-97.7660123,False,Dog,0.0,74.0
"6604 Cruz St,Austin,TX",30.2280393,-97.6975411,False,Dog,0.0,78.0
"St Johns And Bennett Ave,Austin,TX",30.3323127,-97.6996259,False,Dog,0.0,73.0
"1300 Crossing Pl,Austin,TX",30.238131,-97.7133667,False,Cat,0.0,90.0
"Airport And Levander Loop,Austin,TX",30.2530935,-97.6925467,False,Dog,0.0,42.0
"Outfitter Dr And Summit St,Austin,TX",30.1991077,-97.7007953,False,Dog,0.0,9.0
"Sarahs Creek Dr And Velia Dr,Austin,TX",30.4435653,-97.6572178,False,Dog,0.0,22.0
